County,State,Population,Poverty Rate
Lincoln County, Nevada,5203,10.916778781472228
Nye County, Nevada,43296,17.063932002956392
Storey County, Nevada,3891,7.710100231303007
Washoe County, Nevada,445551,13.161680705463572
Clark County, Nevada,2112436,14.412223612928392
Carson City, Nevada,54219,14.197974879654733
Lyon County, Nevada,52303,13.666520084889967
Monmouth County, New Jersey,627551,7.498195365794971
Mercer County, New Jersey,373362,10.833989532946577
Sussex County, New Jersey,143570,5.274778853520931
Cumberland County, New Jersey,154952,17.2834168000413
Somerset County, New Jersey,333316,4.7237456347730085
Essex County, New Jersey,800401,16.314697257999427
Ocean County, New Jersey,589699,10.714110079888215
Atlantic County, New Jersey,272926,14.930787099799947
Gloucester County, New Jersey,291372,7.830196449899098
Middlesex County, New Jersey,837288,8.27636368847995
Salem County, New Jersey,63776,13.892373306573006
Passaic County, New Jersey,510563,16.7734442174619
Cape May County, New Jersey,94549,10.360765317454442
Camden County, New Jersey,510996,12.888163508129223
Bergen County, New Jersey,937920,7.1347236438075745
Union County, New Jersey,557320,10.196296562118711
Warren County, New Jersey,107088,8.032646048109966
Hudson County, New Jersey,679756,16.955201572328896
Hunterdon County, New Jersey,125717,4.2977481168020235
Burlington County, New Jersey,449192,6.248107713405403
Morris County, New Jersey,498847,4.570539664466259
San Juan County, New Mexico,128221,20.47090570187411
Quay County, New Mexico,8447,21.36853320705576
Lincoln County, New Mexico,19497,15.320305688054573
Chaves County, New Mexico,65454,20.60683839031992
Lea County, New Mexico,69505,15.529817998705129
Santa Fe County, New Mexico,147514,14.11188090621907
Union County, New Mexico,4216,12.049335863377609
Sierra County, New Mexico,11254,20.632663941709616
Socorro County, New Mexico,17098,25.798338987016024
Roosevelt County, New Mexico,19313,25.754673018174287
Los Alamos County, New Mexico,18031,5.102323775719594
Rio Arriba County, New Mexico,39455,26.20200228107971
San Miguel County, New Mexico,28203,29.312484487465873
Otero County, New Mexico,65130,20.24105634884078
Valencia County, New Mexico,75845,21.446370887995254
Torrance County, New Mexico,15534,25.949530063087423
Bernalillo County, New Mexico,674855,17.73669899459884
Cibola County, New Mexico,27049,26.62205626825391
De Baca County, New Mexico,2016,22.42063492063492
Guadalupe County, New Mexico,4426,11.116131947582467
Catron County, New Mexico,3547,21.454750493374682
Hidalgo County, New Mexico,4446,25.483580746738642
Luna County, New Mexico,24319,31.296517126526584
McKinley County, New Mexico,72849,37.18101827066947
Sandoval County, New Mexico,138815,14.593523754637467
Taos County, New Mexico,32809,21.14968453777927
Grant County, New Mexico,28382,21.496018603340143
Curry County, New Mexico,50283,22.00346041405644
Colfax County, New Mexico,12522,22.520364159080017
Eddy County, New Mexico,56793,14.375011004877361
Harding County, New Mexico,546,19.78021978021978
Mora County, New Mexico,4605,20.26058631921824
Schoharie County, New York,31611,13.242225807472083
Bronx County, New York,1455846,29.00011402304914
Onondaga County, New York,467669,14.338559964419279
Fulton County, New York,53955,15.68158650727458
Clinton County, New York,81224,14.180537772087067
Seneca County, New York,34843,10.768303532990844
Rensselaer County, New York,159800,12.091364205256571
Putnam County, New York,99464,4.744430145580311
Franklin County, New York,51054,17.222940416030085
Herkimer County, New York,62943,14.617987703160003
Ontario County, New York,109491,9.44643852006101
Queens County, New York,2339280,13.557248384118191
Steuben County, New York,97539,14.273265052953178
Hamilton County, New York,4646,9.599655617735687
Washington County, New York,62183,12.15123104385443
Chautauqua County, New York,130846,17.65510600247619
Kings County, New York,2635121,21.65862592268059
New York County, New York,1653877,16.777728936311465
Tioga County, New York,49322,11.055918251490207
Cayuga County, New York,78319,10.9794558153194
Orleans County, New York,41584,14.835032704886494
Saratoga County, New York,226632,6.477902502735713
Rockland County, New York,325027,14.01822002479794
Columbia County, New York,61481,11.070086693450008
Lewis County, New York,26845,14.024958092754703
Niagara County, New York,212675,13.19854237686611
Westchester County, New York,975321,9.210198488497634
Delaware County, New York,45950,15.640914036996735
Essex County, New York,38233,8.291266706771637
Montgomery County, New York,49500,19.163636363636364
Nassau County, New York,1363069,5.7705809463790905
Richmond County, New York,475948,12.760847823711835
St. Lawrence County, New York,110817,17.273523015421823
Schuyler County, New York,18112,14.940371024734983
Tompkins County, New York,104415,17.63252406263468
Warren County, New York,64701,9.780374337336363
Chenango County, New York,48763,14.299776469864446
Cortland County, New York,48334,13.599122770720404
Dutchess County, New York,295685,8.574327409236181
Jefferson County, New York,116567,13.88815016256745
Monroe County, New York,748680,14.356066677352139
Oneida County, New York,232324,15.705222017527246
Suffolk County, New York,1497595,7.046097242578935
Ulster County, New York,180129,12.592086782250497
Wyoming County, New York,40886,10.436335175854817
Chemung County, New York,86883,14.886686693599438
Livingston County, New York,64373,13.199633386668324
Oswego County, New York,119833,17.506029224003406
Otsego County, New York,60750,14.758847736625514
Greene County, New York,47791,11.613065221485217
Wayne County, New York,91442,11.52752564467094
Albany County, New York,308580,11.771663750081016
Allegany County, New York,47400,14.751054852320674
Broome County, New York,196124,16.211682405009075
Cattaraugus County, New York,78175,16.344099776143267
Erie County, New York,923995,14.464147533265873
Madison County, New York,71760,10.307971014492754
Schenectady County, New York,155239,12.03563537513125
Sullivan County, New York,75783,15.28443054510906
Genesee County, New York,58537,12.576660915318516
Yates County, New York,25083,12.438703504365506
Orange County, New York,378174,11.927842739056624
Scotland County, North Carolina,35445,27.69078854563408
Watauga County, North Carolina,53421,25.375788547574924
Halifax County, North Carolina,52300,26.017208413001914
Alamance County, North Carolina,157844,17.102962418590508
Tyrrell County, North Carolina,4090,22.762836185819072
Greene County, North Carolina,21059,23.035281827247257
Haywood County, North Carolina,59854,16.401577171116383
Mitchell County, North Carolina,15155,14.932365555922138
Chowan County, North Carolina,14370,22.345163535142657
Alleghany County, North Carolina,10935,20.722450845907638
Caldwell County, North Carolina,81805,16.153046879775076
Catawba County, North Carolina,156182,13.968319012434211
Cleveland County, North Carolina,97038,19.55625631196026
Craven County, North Carolina,103374,14.610056687368196
Edgecombe County, North Carolina,54032,24.152354160497485
Granville County, North Carolina,58503,13.643744765225716
Harnett County, North Carolina,128753,17.502504796004754
Hoke County, North Carolina,52571,21.260771147590876
Henderson County, North Carolina,112156,11.7104746959592
Hyde County, North Carolina,5507,17.88632649355366
Iredell County, North Carolina,169798,12.548439910953014
Mecklenburg County, North Carolina,1034290,13.187693973643755
Northampton County, North Carolina,20426,24.258298247331833
Pitt County, North Carolina,176484,23.412320663629565
Rowan County, North Carolina,138940,16.289765366345186
Vance County, North Carolina,44420,22.570914002701485
Cherokee County, North Carolina,27463,16.607799584896043
Currituck County, North Carolina,25247,9.04265853368717
Union County, North Carolina,222095,9.287016817127805
Wilkes County, North Carolina,68525,20.488872674206494
Forsyth County, North Carolina,368362,18.20030296284633
Nash County, North Carolina,94125,15.57078353253652
Alexander County, North Carolina,37159,14.222664764929089
Bladen County, North Carolina,34130,24.233811895692938
Dare County, North Carolina,35412,8.799277081215408
Carteret County, North Carolina,68699,12.311678481491725
Warren County, North Carolina,20190,21.203566121842496
Wilson County, North Carolina,81379,20.223890684328882
Bertie County, North Carolina,19913,20.599608296087982
Gates County, North Carolina,11601,12.326523575553832
Graham County, North Carolina,8607,18.65923085860346
Martin County, North Carolina,23227,19.07263098979636
Madison County, North Carolina,21347,16.967255352040098
Pamlico County, North Carolina,12803,14.26228227759119
Perquimans County, North Carolina,13506,18.710202872797275
Polk County, North Carolina,20434,10.751688362533033
Randolph County, North Carolina,142827,16.467474637148438
Rockingham County, North Carolina,91566,18.186881593604614
Stokes County, North Carolina,46124,13.682681467348885
Washington County, North Carolina,12331,23.71259427459249
Camden County, North Carolina,10336,8.99767801857585
Clay County, North Carolina,10753,17.455593787780156
Cumberland County, North Carolina,332766,17.304051495645588
Gaston County, North Carolina,214049,16.292531149409715
Guilford County, North Carolina,517197,16.237719863030915
Jackson County, North Carolina,41725,19.664469742360694
Moore County, North Carolina,94191,13.143506279793186
Pasquotank County, North Carolina,39546,17.01815607141051
Robeson County, North Carolina,134187,28.454321208462815
Stanly County, North Carolina,60875,15.226283367556467
Swain County, North Carolina,14208,20.488457207207208
Wake County, North Carolina,1023811,9.890106670078755
Yancey County, North Carolina,17605,19.420619142289123
Anson County, North Carolina,25531,21.08417218283655
Chatham County, North Carolina,68364,13.147270493242058
McDowell County, North Carolina,45069,18.855532627748563
Franklin County, North Carolina,63866,15.9818996022923
Johnston County, North Carolina,186308,14.289241471112351
Jones County, North Carolina,9776,26.28887070376432
Macon County, North Carolina,34160,17.505854800936767
Person County, North Carolina,39240,17.833843017329254
Brunswick County, North Carolina,122586,13.973047493188455
Transylvania County, North Carolina,33291,15.07314289147217
Ashe County, North Carolina,26833,19.151790705474603
Beaufort County, North Carolina,47316,18.909037112181927
Columbus County, North Carolina,56589,22.391277456749545
Lenoir County, North Carolina,57934,21.804121931853487
Lincoln County, North Carolina,80504,15.034035575872007
Montgomery County, North Carolina,27445,20.222262707232648
Onslow County, North Carolina,192685,12.513688143861744
Orange County, North Carolina,141812,12.960116210193778
Richmond County, North Carolina,45447,25.18978150372962
Rutherford County, North Carolina,66523,19.247478315770486
Sampson County, North Carolina,63664,23.986868559939683
Surry County, North Carolina,72315,17.332503629952292
Yadkin County, North Carolina,37825,17.128883013879708
Avery County, North Carolina,17535,12.284003421727972
Buncombe County, North Carolina,252268,12.919197044413085
Burke County, North Carolina,88898,18.74057909064321
Cabarrus County, North Carolina,196716,11.428150226722789
Caswell County, North Carolina,22833,20.435334822406166
Davie County, North Carolina,41766,13.891682229564717
Davidson County, North Carolina,164118,15.55831779573234
Duplin County, North Carolina,59350,25.930918281381633
Durham County, North Carolina,300865,15.700397188107623
Hertford County, North Carolina,24262,20.604237078559063
Lee County, North Carolina,59805,17.159100409664745
New Hanover County, North Carolina,219866,17.453357954390402
Pender County, North Carolina,57630,15.403435710567413
Wayne County, North Carolina,124496,20.591023004755172
Burke County, North Dakota,2253,7.279183311140701
Mountrail County, North Dakota,9986,11.025435609853796
Traill County, North Dakota,8050,6.521739130434782
Williams County, North Dakota,32916,8.810305018835825
Billings County, North Dakota,983,10.27466937945066
Dickey County, North Dakota,5041,5.931362824836342
Kidder County, North Dakota,2457,6.878306878306878
Cavalier County, North Dakota,3817,8.383547288446424
Ward County, North Dakota,69628,8.088699948296663
Grant County, North Dakota,2387,12.52618349392543
McHenry County, North Dakota,5951,7.763401109057301
Pembina County, North Dakota,7050,5.48936170212766
Steele County, North Dakota,1915,3.759791122715405
Benson County, North Dakota,6875,32.974545454545456
Hettinger County, North Dakota,2601,8.765859284890427
LaMoure County, North Dakota,4106,10.37506088650755
Morton County, North Dakota,30059,7.711500715259989
Cass County, North Dakota,170620,10.908451529715157
Dunn County, North Dakota,4349,10.324212462635089
Emmons County, North Dakota,3389,11.71437002065506
McIntosh County, North Dakota,2680,9.440298507462687
Nelson County, North Dakota,2971,8.179064288118479
Richland County, North Dakota,16333,8.94508051184718
Rolette County, North Dakota,14657,31.848263628300472
Walsh County, North Dakota,10920,9.652014652014651
Adams County, North Dakota,2368,8.952702702702704
Bottineau County, North Dakota,6651,8.194256502781537
Barnes County, North Dakota,10971,9.515996718621821
Eddy County, North Dakota,2321,12.666953899181387
Grand Forks County, North Dakota,70130,15.854841009553686
McKenzie County, North Dakota,11679,11.627707851699633
Mercer County, North Dakota,8637,7.074215584114855
McLean County, North Dakota,9607,8.71239721036744
Pierce County, North Dakota,4272,16.853932584269664
Ransom County, North Dakota,5411,6.412862687118832
Renville County, North Dakota,2543,4.679512386944554
Sioux County, North Dakota,4420,36.56108597285068
Bowman County, North Dakota,3226,8.276503409795412
Burleigh County, North Dakota,92372,8.223271121118954
Golden Valley County, North Dakota,1892,9.143763213530656
Logan County, North Dakota,1932,7.246376811594203
Oliver County, North Dakota,1822,3.128430296377607
Towner County, North Dakota,2258,12.267493356953056
Stutsman County, North Dakota,21058,10.200398898280937
Ramsey County, North Dakota,11574,11.612234318299636
Divide County, North Dakota,2378,12.489486963835155
Foster County, North Dakota,3318,6.901748040988547
Griggs County, North Dakota,2276,7.6889279437609845
Sargent County, North Dakota,3883,4.197785217615246
Sheridan County, North Dakota,1403,15.324305060584463
Slope County, North Dakota,674,6.824925816023739
Stark County, North Dakota,30316,7.873730043541364
Wells County, North Dakota,4089,5.649303008070433
Gallia County, Ohio,30203,20.33903916829454
Huron County, Ohio,58497,14.05884062430552
Mahoning County, Ohio,231857,17.08639376857287
Athens County, Ohio,65563,25.680643045620243
Adams County, Ohio,27926,23.408293346702
Scioto County, Ohio,76871,22.67695229670487
Medina County, Ohio,176362,6.103355598144725
Meigs County, Ohio,23234,22.290608590858223
Union County, Ohio,54688,6.946679344645992
Champaign County, Ohio,39005,10.796051788232278
Pike County, Ohio,28291,19.67056661128981
Paulding County, Ohio,18951,10.58519339348847
Greene County, Ohio,164825,11.583801001061731
Hamilton County, Ohio,808703,16.631445660520612
Franklin County, Ohio,1253507,16.26452823957106
Lawrence County, Ohio,61057,18.34515288992253
Marion County, Ohio,65483,15.03596353251989
Morgan County, Ohio,14773,21.051919041494617
Tuscarawas County, Ohio,92531,13.62786525596827
Wayne County, Ohio,115915,12.6049260233792
Wyandot County, Ohio,22190,11.149166291122127
Brown County, Ohio,43799,17.44560378090824
Butler County, Ohio,375702,12.514705804068118
Erie County, Ohio,75369,12.785097321179796
Harrison County, Ohio,15397,15.39910372150419
Knox County, Ohio,60945,12.985478710312577
Licking County, Ohio,170678,11.478339329028932
Richland County, Ohio,121533,14.542552228612804
Vinton County, Ohio,13142,20.90245015979303
Carroll County, Ohio,27825,14.566037735849056
Hancock County, Ohio,75508,11.757694548921968
Clermont County, Ohio,202166,9.724681697219117
Fairfield County, Ohio,151526,9.751461795335453
Defiance County, Ohio,38311,10.735819999477958
Highland County, Ohio,43031,21.263740094350585
Henry County, Ohio,27463,8.873757419072934
Jefferson County, Ohio,67349,16.946057105524954
Portage County, Ohio,162080,13.877714708785785
Putnam County, Ohio,34037,7.098157887005318
Belmont County, Ohio,68889,13.28659147323956
Clinton County, Ohio,41869,14.239652248680407
Fayette County, Ohio,28659,17.25112530095258
Perry County, Ohio,35983,19.00341828085485
Pickaway County, Ohio,57075,10.955759964958387
Logan County, Ohio,45323,13.494252366348212
Madison County, Ohio,43732,8.977407847800238
Summit County, Ohio,541318,13.343727716425466
Muskingum County, Ohio,85933,16.148627419035762
Sandusky County, Ohio,59559,13.291022347588106
Shelby County, Ohio,48902,8.764467710932069
Van Wert County, Ohio,28262,12.518576180029722
Washington County, Ohio,60871,14.982503983834667
Williams County, Ohio,37061,13.046059199697796
Auglaize County, Ohio,45778,8.91039363886583
Columbiana County, Ohio,104584,14.856957087126139
Darke County, Ohio,51919,11.400450702055124
Ottawa County, Ohio,40769,10.348549142730997
Fulton County, Ohio,42296,10.443067902402118
Hardin County, Ohio,31576,15.340765138079554
Jackson County, Ohio,32624,20.31326630701324
Lucas County, Ohio,433404,19.322387426050522
Morrow County, Ohio,34935,9.580649778159438
Noble County, Ohio,14498,10.580769761346392
Preble County, Ohio,41328,12.139469608981804
Seneca County, Ohio,55549,14.318889628976219
Stark County, Ohio,374273,13.605309493337751
Allen County, Ohio,104157,14.485824284493601
Coshocton County, Ohio,36602,14.818862357248237
Crawford County, Ohio,42231,15.985887144514694
Delaware County, Ohio,193024,4.986426558355437
Geauga County, Ohio,93895,6.471058096810267
Guernsey County, Ohio,39414,19.934541026031358
Hocking County, Ohio,28547,13.826321504886678
Lake County, Ohio,229701,8.200660859116851
Mercer County, Ohio,40723,7.339832527073153
Ross County, Ohio,77125,16.758508914100485
Clark County, Ohio,135520,16.2012987012987
Cuyahoga County, Ohio,1257401,17.915128109489334
Holmes County, Ohio,43808,11.714755295836376
Lorain County, Ohio,305405,13.25354856665739
Miami County, Ohio,104081,9.752020061298412
Monroe County, Ohio,14239,19.46765924573355
Montgomery County, Ohio,531987,17.309633506081916
Trumbull County, Ohio,203341,16.845594346442674
Warren County, Ohio,223868,4.92075687458681
Wood County, Ohio,129504,12.670651099579937
Ashland County, Ohio,53299,13.564982457456988
Ashtabula County, Ohio,98622,19.117438299770843
Adair County, Oklahoma,22136,30.46620889049512
Seminole County, Oklahoma,25246,21.975758536005703
Stephens County, Oklahoma,44293,14.812724358250739
Cimarron County, Oklahoma,2221,15.713642503376857
Blaine County, Oklahoma,9680,12.644628099173554
Carter County, Oklahoma,48407,16.078253145206272
Coal County, Oklahoma,5666,19.802329685845393
Grant County, Oklahoma,4458,9.421265141318978
Greer County, Oklahoma,6018,15.935526753074111
Kingfisher County, Oklahoma,15510,8.749194068343005
McClain County, Oklahoma,37919,9.425354044146733
McIntosh County, Oklahoma,19874,18.199657844419846
Marshall County, Oklahoma,16226,14.445950942931098
Murray County, Oklahoma,13797,13.69138218453287
Noble County, Oklahoma,11421,11.522633744855968
Nowata County, Oklahoma,10448,17.697166921898926
Ottawa County, Oklahoma,31725,21.07171000788022
Rogers County, Oklahoma,90098,9.228839707873648
Sequoyah County, Oklahoma,41364,24.291654578860847
Wagoner County, Oklahoma,76830,10.609137055837563
Alfalfa County, Oklahoma,5877,9.171345924791561
Woods County, Oklahoma,9132,11.68418747262374
Caddo County, Oklahoma,29437,19.97146448347318
Cleveland County, Oklahoma,274024,12.062447084926868
Muskogee County, Oklahoma,69471,20.692087345798967
Okfuskee County, Oklahoma,12160,22.99342105263158
Atoka County, Oklahoma,13899,17.411324555723432
Bryan County, Oklahoma,45068,16.958817786456024
Dewey County, Oklahoma,4904,18.128058727569332
Harper County, Oklahoma,3843,13.140775435857403
Kay County, Oklahoma,45173,17.255882938923694
Logan County, Oklahoma,45326,12.741031637470767
Craig County, Oklahoma,14563,17.001991347936553
Tulsa County, Oklahoma,637123,15.280879830111298
Washington County, Oklahoma,51867,13.754410318699751
Canadian County, Oklahoma,132922,7.772979642196175
Harmon County, Oklahoma,2758,15.445975344452501
Haskell County, Oklahoma,12746,19.041267848736858
Latimer County, Oklahoma,10621,18.190377553902646
Okmulgee County, Oklahoma,39121,18.741852202142073
Osage County, Oklahoma,47350,15.212249208025343
Texas County, Oklahoma,21409,16.376290345181932
Jefferson County, Oklahoma,6270,20.318979266347686
Pushmataha County, Oklahoma,11132,20.059288537549406
Garfield County, Oklahoma,62421,13.202287691642235
Garvin County, Oklahoma,27751,16.85705019638932
Johnston County, Oklahoma,11039,19.44922547332186
Pittsburg County, Oklahoma,44673,16.311866227922906
Pontotoc County, Oklahoma,38289,16.58700932382669
Roger Mills County, Oklahoma,3734,18.130690948044993
Woodward County, Oklahoma,21140,11.106906338694419
Cherokee County, Oklahoma,48404,20.29584331873399
Delaware County, Oklahoma,41878,18.77119251158126
Ellis County, Oklahoma,4102,16.96733300828864
Grady County, Oklahoma,54351,12.2260859965778
Payne County, Oklahoma,80634,23.697199692437433
Pottawatomie County, Oklahoma,71614,16.17141899628564
Creek County, Oklahoma,70899,14.935330540628218
Tillman County, Oklahoma,7591,21.077591885127124
Washita County, Oklahoma,11550,13.80952380952381
Cotton County, Oklahoma,6000,14.916666666666666
Kiowa County, Oklahoma,9127,23.118220663964063
Le Flore County, Oklahoma,49860,21.642599277978338
McCurtain County, Oklahoma,33026,23.284684793798824
Major County, Oklahoma,7730,12.884864165588615
Mayes County, Oklahoma,40929,18.87659117007501
Oklahoma County, Oklahoma,774203,16.60623893216637
Custer County, Oklahoma,29169,14.967945421509137
Beaver County, Oklahoma,5445,11.441689623507806
Love County, Oklahoma,9843,12.028852991973991
Beckham County, Oklahoma,22971,11.584171346480344
Hughes County, Oklahoma,13519,17.62704342037133
Choctaw County, Oklahoma,14979,30.475999732959476
Jackson County, Oklahoma,25574,17.330100883710017
Comanche County, Oklahoma,123066,15.399054166057237
Lincoln County, Oklahoma,34759,14.0826836215081
Pawnee County, Oklahoma,16448,14.755593385214008
Marion County, Oregon,330453,15.449398250280675
Jackson County, Oregon,212070,16.560569623237612
Douglas County, Oregon,107576,16.802074812225776
Grant County, Oregon,7209,13.455402968511583
Jefferson County, Oregon,22707,20.077509138151232
Polk County, Oregon,79666,14.998870283433334
Clackamas County, Oregon,399962,8.888094368965051
Deschutes County, Oregon,175321,12.036207870135351
Linn County, Oregon,121074,15.922493681550126
Tillamook County, Oregon,25840,15.069659442724458
Yamhill County, Oregon,102366,13.025809350760994
Baker County, Oregon,15980,14.74342928660826
Josephine County, Oregon,84514,18.374470501928673
Klamath County, Oregon,66018,18.482838013875003
Umatilla County, Oregon,76736,16.702721017514595
Lincoln County, Oregon,47307,18.13262307903693
Benton County, Oregon,88249,19.398520096545003
Columbia County, Oregon,50207,12.15368374927799
Crook County, Oregon,21717,15.246120550720633
Sherman County, Oregon,1635,13.63914373088685
Wasco County, Oregon,25687,13.427025343558999
Harney County, Oregon,7195,17.22029186935372
Lane County, Oregon,363471,18.41715019905302
Malheur County, Oregon,30421,22.224778935603695
Wallowa County, Oregon,6864,13.505244755244755
Washington County, Oregon,572071,10.176009621183384
Wheeler County, Oregon,1415,20.28268551236749
Morrow County, Oregon,11153,14.659732807316416
Clatsop County, Oregon,38021,11.961810578364588
Coos County, Oregon,62921,17.64911555760398
Curry County, Oregon,22377,15.323769942351522
Gilliam County, Oregon,1910,9.842931937172775
Hood River County, Oregon,22938,12.014996948295405
Lake County, Oregon,7807,18.54745741001665
Multnomah County, Oregon,788459,16.086568864075367
Union County, Oregon,25810,16.91204959318094
Newport County, Rhode Island,83204,8.626989087063121
Kent County, Rhode Island,164012,7.735409604175304
Providence County, Rhode Island,633704,16.015205837425675
Bristol County, Rhode Island,49028,6.533001550134617
Washington County, Rhode Island,126190,9.167921388382597
Delaware County, Pennsylvania,563384,10.053356147849424
Franklin County, Pennsylvania,153003,10.223982536290139
Union County, Pennsylvania,45056,8.076615767045455
Wayne County, Pennsylvania,51656,10.304708068762583
Bedford County, Pennsylvania,48891,13.468736577284163
Dauphin County, Pennsylvania,273329,12.993864536876805
Forest County, Pennsylvania,7388,5.468327016783974
Somerset County, Pennsylvania,75619,11.815813486028643
Monroe County, Pennsylvania,167306,10.943421036902443
Philadelphia County, Pennsylvania,1569657,25.09618343370558
York County, Pennsylvania,442216,10.027452647574941
Westmoreland County, Pennsylvania,356835,10.119803270419101
Blair County, Pennsylvania,124736,14.81448819907645
Bradford County, Pennsylvania,61546,12.07227114678452
Cambria County, Pennsylvania,135871,14.804483664652501
Chester County, Pennsylvania,514652,6.693066382720751
Berks County, Pennsylvania,415500,13.179783393501806
Huntingdon County, Pennsylvania,45686,12.075909468983934
Indiana County, Pennsylvania,86551,15.438296495707734
Lawrence County, Pennsylvania,88231,13.658464711949314
Mifflin County, Pennsylvania,46452,13.202876087143718
Washington County, Pennsylvania,207661,9.452424865526025
Cumberland County, Pennsylvania,245801,7.368562373627446
Allegheny County, Pennsylvania,1229605,12.163906295111031
Pike County, Pennsylvania,55687,9.79043582882899
Snyder County, Pennsylvania,40570,10.62361350751787
Susquehanna County, Pennsylvania,41716,12.824815418544443
Crawford County, Pennsylvania,86847,13.8542494271535
Erie County, Pennsylvania,277794,16.016184654816158
Fulton County, Pennsylvania,14631,11.379946688538036
Juniata County, Pennsylvania,24448,12.90494109947644
Schuylkill County, Pennsylvania,144287,11.874943688620597
Wyoming County, Pennsylvania,27760,10.122478386167147
Adams County, Pennsylvania,101589,8.414296823474983
Armstrong County, Pennsylvania,66737,12.851941202031856
Clinton County, Pennsylvania,39321,16.355128302942447
Carbon County, Pennsylvania,63987,12.585368903058434
Centre County, Pennsylvania,160646,16.365798090210774
Northumberland County, Pennsylvania,93038,13.716975859326297
Northampton County, Pennsylvania,300941,8.833292904589271
Cameron County, Pennsylvania,4754,14.17753470761464
Venango County, Pennsylvania,52880,13.29803328290469
Beaver County, Pennsylvania,168161,10.624936816503231
Bucks County, Pennsylvania,626486,6.051531877807325
Lackawanna County, Pennsylvania,211960,14.823079826382337
Lehigh County, Pennsylvania,360774,12.915564868865273
McKean County, Pennsylvania,42070,16.016163536962207
Fayette County, Pennsylvania,133160,18.28477020126164
Clarion County, Pennsylvania,38747,16.912277079515835
Montgomery County, Pennsylvania,818677,6.2224784622018205
Clearfield County, Pennsylvania,80539,14.232856131811918
Greene County, Pennsylvania,37338,13.423322084739407
Lebanon County, Pennsylvania,137616,10.234275084292523
Lycoming County, Pennsylvania,115398,13.323454479280404
Luzerne County, Pennsylvania,318222,14.624067474907454
Montour County, Pennsylvania,18302,10.113648781553929
Warren County, Pennsylvania,40345,13.08960218118726
Columbia County, Pennsylvania,66615,14.742925767469789
Butler County, Pennsylvania,185984,8.169519958706125
Elk County, Pennsylvania,30781,9.245963418992236
Jefferson County, Pennsylvania,44258,13.911609200596502
Lancaster County, Pennsylvania,536494,10.110830689625606
Mercer County, Pennsylvania,113623,12.779982925992096
Perry County, Pennsylvania,45878,8.263219843933912
Potter County, Pennsylvania,17070,14.14762741652021
Sullivan County, Pennsylvania,6192,12.645348837209303
Tioga County, Pennsylvania,41550,13.143200962695548
Aiken County, South Carolina,165707,16.404255704345623
Allendale County, South Carolina,9402,26.675175494575623
Newberry County, South Carolina,37914,19.206625520915757
Edgefield County, South Carolina,26620,13.955672426746807
Chester County, South Carolina,32424,21.647545028374044
Clarendon County, South Carolina,34156,22.10738962407776
Colleton County, South Carolina,37581,21.81953646789601
Marion County, South Carolina,31765,26.148276404848104
Sumter County, South Carolina,107379,20.674433548459195
Lexington County, South Carolina,281870,12.652996062014404
Oconee County, South Carolina,75926,18.42978689776888
Barnwell County, South Carolina,21788,26.46410868367909
Berkeley County, South Carolina,204632,12.533719066421675
Charleston County, South Carolina,387847,14.843224261113274
Darlington County, South Carolina,67572,22.19410406677322
Georgetown County, South Carolina,61065,18.452468680913782
Marlboro County, South Carolina,27505,23.56662425013634
York County, South Carolina,251664,12.086750588085701
Anderson County, South Carolina,194174,15.33469980532924
Cherokee County, South Carolina,56549,21.736900740950325
Chesterfield County, South Carolina,46127,23.50900773950181
Greenwood County, South Carolina,69981,23.287749532015834
Jasper County, South Carolina,27465,22.15182960131076
Horry County, South Carolina,310186,16.719968019188485
Kershaw County, South Carolina,63734,16.26447422098095
Lee County, South Carolina,17897,24.08224842152316
Orangeburg County, South Carolina,89116,22.520086179810583
Spartanburg County, South Carolina,297732,15.120981285182648
Abbeville County, South Carolina,24788,22.083266096498306
Bamberg County, South Carolina,14842,22.948389704891525
Beaufort County, South Carolina,179316,11.591826719311161
Calhoun County, South Carolina,14808,17.956509994597514
Dillon County, South Carolina,31073,30.190197277379074
Saluda County, South Carolina,20228,20.22444136840024
Richland County, South Carolina,404869,15.479327881364096
Fairfield County, South Carolina,22868,21.025013118768584
Hampton County, South Carolina,20066,16.978969400976776
Greenville County, South Carolina,490332,13.123149213186167
Lancaster County, South Carolina,86544,15.132187095581438
Dorchester County, South Carolina,151716,11.600622215191542
Florence County, South Carolina,138537,19.088041461847737
Laurens County, South Carolina,66508,19.967522704035606
McCormick County, South Carolina,9694,17.49535795337322
Pickens County, South Carolina,121449,17.280504573936383
Union County, South Carolina,27772,18.93273800950598
Williamsburg County, South Carolina,32256,26.58420138888889
Aurora County, South Dakota,2739,5.9145673603504925
Grant County, South Dakota,7133,7.57044721715968
Tripp County, South Dakota,5480,19.06934306569343
Jackson County, South Dakota,3275,43.66412213740458
Minnehaha County, South Dakota,183660,10.671349232277034
Custer County, South Dakota,8519,12.689282779668975
Hyde County, South Dakota,1373,13.838310269482884
Clark County, South Dakota,3642,13.042284459088412
Faulk County, South Dakota,2327,10.485603781693166
Hutchinson County, South Dakota,7277,12.49141129586368
Kingsbury County, South Dakota,5000,9.34
Walworth County, South Dakota,5502,9.79643765903308
Buffalo County, South Dakota,2048,40.283203125
Clay County, South Dakota,13907,20.859998561875315
Day County, South Dakota,5524,15.894279507603185
Dewey County, South Dakota,5709,31.10877561744614
Douglas County, South Dakota,2940,7.891156462585034
