,County,State,Temp
2386,Sullivan County, Pennsylvania,46.99
2387,Tioga County, Pennsylvania,44.01
2388,Aiken County, South Carolina,78.8
2389,Allendale County, South Carolina,78.8
2390,Newberry County, South Carolina,61
2391,Edgefield County, South Carolina,78.8
2392,Chester County, South Carolina,46.99
2393,Clarendon County, South Carolina,73.99
2394,Colleton County, South Carolina,77
2395,Marion County, South Carolina,48
2396,Sumter County, South Carolina,84.2
2397,Lexington County, South Carolina,73
2398,Oconee County, South Carolina,75
2399,Barnwell County, South Carolina,78.8
2400,Berkeley County, South Carolina,73.99
2401,Charleston County, South Carolina,73.99
2402,Darlington County, South Carolina,60.8
2403,Georgetown County, South Carolina,66.2
2404,Marlboro County, South Carolina,57.99
2405,York County, South Carolina,48.99
2406,Anderson County, South Carolina,52
2407,Cherokee County, South Carolina,75.2
2408,Chesterfield County, South Carolina,43
2409,Greenwood County, South Carolina,71.01
2410,Jasper County, South Carolina,78.8
2411,Horry County, South Carolina,64.99
2412,Kershaw County, South Carolina,62.01
2413,Lee County, South Carolina,84.99
2414,Orangeburg County, South Carolina,75.2
2415,Spartanburg County, South Carolina,48.2
2416,Abbeville County, South Carolina,55.99
2417,Bamberg County, South Carolina,77
2418,Beaufort County, South Carolina,75.2
2419,Calhoun County, South Carolina,39.2
2420,Dillon County, South Carolina,66
2421,Saluda County, South Carolina,78.8
2422,Richland County, South Carolina,68
2423,Fairfield County, South Carolina,51.8
2424,Hampton County, South Carolina,78.8
2425,Greenville County, South Carolina,48.99
2426,Lancaster County, South Carolina,46.99
2427,Dorchester County, South Carolina,73.99
2428,Florence County, South Carolina,66.2
2429,Laurens County, South Carolina,52
2430,McCormick County, South Carolina,78.8
2431,Pickens County, South Carolina,50
2432,Union County, South Carolina,51.01
2433,Williamsburg County, South Carolina,66.2
2434,Aurora County, South Dakota,52
2435,Grant County, South Dakota,37.4
2436,Tripp County, South Dakota,28.4
2437,Jackson County, South Dakota,51.01
2438,Minnehaha County, South Dakota,34
2439,Custer County, South Dakota,59
2440,Hyde County, South Dakota,52
2441,Clark County, South Dakota,60.01
2442,Faulk County, South Dakota,27
2443,Hutchinson County, South Dakota,70
2444,Kingsbury County, South Dakota,33.8
2445,Walworth County, South Dakota,36
2446,Buffalo County, South Dakota,37.4
2447,Clay County, South Dakota,82.4
2448,Day County, South Dakota,32
2449,Dewey County, South Dakota,69.8
2450,Douglas County, South Dakota,52
2451,Harding County, South Dakota,63
2452,Hughes County, South Dakota,28.99
2453,McPherson County, South Dakota,52
2454,Roberts County, South Dakota,70
2455,Sanborn County, South Dakota,30.2
2456,Sully County, South Dakota,28.99
2457,Lincoln County, South Dakota,48.2
2458,Hand County, South Dakota,28.4
2459,Lake County, South Dakota,82.99
2460,Lawrence County, South Dakota,48
2461,Yankton County, South Dakota,33.8
2462,Codington County, South Dakota,32
2463,Beadle County, South Dakota,28.4
2464,Butte County, South Dakota,52
2465,Corson County, South Dakota,26.01
2466,Davison County, South Dakota,30.2
2467,Edmunds County, South Dakota,27
2468,Campbell County, South Dakota,39.99
2469,Jerauld County, South Dakota,30.2
2470,Bennett County, South Dakota,30.2
2471,Haakon County, South Dakota,30.2
2472,Stanley County, South Dakota,28.99
2473,Jones County, South Dakota,77
2474,Meade County, South Dakota,35.01
2475,Potter County, South Dakota,70
2476,Turner County, South Dakota,78.8
2477,Brown County, South Dakota,37
2478,Charles Mix County, South Dakota,26.01
2479,Hanson County, South Dakota,32
2480,McCook County, South Dakota,34
2481,Marshall County, South Dakota,69.01
2482,Mellette County, South Dakota,29.51
2483,Moody County, South Dakota,34
2484,Perkins County, South Dakota,41
2485,Pennington County, South Dakota,33.01
2486,Todd County, South Dakota,37.4
2487,Union County, South Dakota,51.01
2488,Miner County, South Dakota,33.01
2489,Lyman County, South Dakota,28.99
2490,Ziebach County, South Dakota,26.6
2491,Deuel County, South Dakota,35.6
2492,Spink County, South Dakota,32
2493,Bon Homme County, South Dakota,33.8
2494,Brule County, South Dakota,28.4
2495,Brookings County, South Dakota,35.6
2496,Fall River County, South Dakota,32
2497,Gregory County, South Dakota,28.4
2498,Hamlin County, South Dakota,33.8
2499,Carroll County, Tennessee,41
2500,Chester County, Tennessee,46.99
2501,Decatur County, Tennessee,45
2502,Davidson County, Tennessee,46.99
2503,Jackson County, Tennessee,51.01
2504,McNairy County, Tennessee,69.01
2505,Perry County, Tennessee,44.6
2506,Roane County, Tennessee,66
2507,Bradley County, Tennessee,66
2508,Meigs County, Tennessee,55.99
2509,Hamblen County, Tennessee,64.99
2510,Haywood County, Tennessee,64.99
2511,Houston County, Tennessee,78.01
2512,Maury County, Tennessee,64.99
2513,Union County, Tennessee,51.01
2514,Hardin County, Tennessee,80.6
2515,Montgomery County, Tennessee,42.01
2516,Dickson County, Tennessee,66
2517,Morgan County, Tennessee,44.01
2518,Grundy County, Tennessee,39.99
2519,Monroe County, Tennessee,37.99
2520,Henry County, Tennessee,77
2521,Cocke County, Tennessee,68
2522,Crockett County, Tennessee,75.2
2523,DeKalb County, Tennessee,77
2524,Lake County, Tennessee,82.99
2525,Knox County, Tennessee,64.99
2526,Lewis County, Tennessee,46.99
2527,McMinn County, Tennessee,66
2528,Marshall County, Tennessee,69.01
2529,Obion County, Tennessee,66.99
2530,Rhea County, Tennessee,66
2531,Scott County, Tennessee,36
2532,Tipton County, Tennessee,64.4
2533,Anderson County, Tennessee,52
2534,Dyer County, Tennessee,66
2535,Fentress County, Tennessee,59
2536,Gibson County, Tennessee,64.4
2537,Hamilton County, Tennessee,46.99
2538,Hardeman County, Tennessee,66.99
2539,Loudon County, Tennessee,42.01
2540,Polk County, Tennessee,84.2
2541,Rutherford County, Tennessee,64.4
2542,Smith County, Tennessee,81
2543,White County, Tennessee,59
2544,Wilson County, Tennessee,54
2545,Sullivan County, Tennessee,46.99
2546,Unicoi County, Tennessee,66.2
2547,Warren County, Tennessee,46.99
2548,Washington County, Tennessee,50
2549,Weakley County, Tennessee,66.2
2550,Benton County, Tennessee,37.99
2551,Bledsoe County, Tennessee,66
2552,Campbell County, Tennessee,39.99
2553,Cannon County, Tennessee,64.4
2554,Coffee County, Tennessee,64.4
2555,Fayette County, Tennessee,77
2556,Hancock County, Tennessee,43
2557,Hawkins County, Tennessee,66.2
2558,Johnson County, Tennessee,44.6
2559,Lincoln County, Tennessee,48.2
2560,Macon County, Tennessee,61
2561,Moore County, Tennessee,51.8
2562,Robertson County, Tennessee,66
2563,Franklin County, Tennessee,51.01
2564,Blount County, Tennessee,66
2565,Cheatham County, Tennessee,66
2566,Carter County, Tennessee,66.2
2567,Grainger County, Tennessee,64.99
2568,Giles County, Tennessee,41
2569,Lauderdale County, Tennessee,71.01
2570,Lawrence County, Tennessee,48
2571,Madison County, Tennessee,66.99
2572,Marion County, Tennessee,48
2573,Overton County, Tennessee,60.01
2574,Pickett County, Tennessee,60.01
2575,Sumner County, Tennessee,64.99
2576,Wayne County, Tennessee,37
2577,Trousdale County, Tennessee,66
2578,Williamson County, Tennessee,84.99
2579,Bedford County, Tennessee,37.4
2580,Clay County, Tennessee,82.4
2581,Greene County, Tennessee,46.4
2582,Cumberland County, Tennessee,55.99
2583,Shelby County, Tennessee,63
2584,Van Buren County, Tennessee,39.2
2585,Claiborne County, Tennessee,63
2586,Henderson County, Tennessee,51.01
2587,Hickman County, Tennessee,64.99
2588,Humphreys County, Tennessee,66.2
2589,Jefferson County, Tennessee,52
2590,Putnam County, Tennessee,46.99
2591,Sequatchie County, Tennessee,66
2592,Sevier County, Tennessee,64.99
2593,Stewart County, Tennessee,66
2594,Hardin County, Texas,80.6
2595,Haskell County, Texas,70.01
2596,Howard County, Texas,41
2597,Leon County, Texas,80.6
2598,Mills County, Texas,78.01
2599,Montague County, Texas,75.99
2600,Newton County, Texas,75.2
2601,Panola County, Texas,80.6
2602,Reeves County, Texas,71.6
2603,Sabine County, Texas,78.8
2604,Sherman County, Texas,39.99
2605,Swisher County, Texas,68
2606,Hunt County, Texas,79
2607,Camp County, Texas,80.6
2608,Hansford County, Texas,69.8
2609,Guadalupe County, Texas,88
2610,Clay County, Texas,82.4
2611,Hartley County, Texas,66.2
2612,Hill County, Texas,81
2613,Limestone County, Texas,68
2614,Nacogdoches County, Texas,81
2615,Parmer County, Texas,66.2
2616,Parker County, Texas,79
2617,Presidio County, Texas,73.4
2618,Val Verde County, Texas,84.2
2619,Culberson County, Texas,64
2620,Ector County, Texas,71.6
2621,Garza County, Texas,73.4
2622,Glasscock County, Texas,71.6
2623,Grimes County, Texas,82.99
2624,Travis County, Texas,86
2625,Collin County, Texas,79
2626,Angelina County, Texas,78.01
2627,Collingsworth County, Texas,73.4
2628,Cottle County, Texas,73.4
2629,Hays County, Texas,87.01
2630,Lamb County, Texas,64.4
2631,Lipscomb County, Texas,68
2632,Loving County, Texas,71.6
2633,Matagorda County, Texas,82
2634,Pecos County, Texas,73.99
2635,Robertson County, Texas,66
2636,Rockwall County, Texas,79
2637,Rusk County, Texas,37.4
2638,Taylor County, Texas,77
2639,Throckmorton County, Texas,77
2640,Trinity County, Texas,42.8
2641,Walker County, Texas,84.99
2642,Wood County, Texas,35.6
2643,Bandera County, Texas,89.6
2644,Aransas County, Texas,84.2
2645,Childress County, Texas,73.4
2646,Cochran County, Texas,64.99
2647,Coke County, Texas,77
2648,Comal County, Texas,88
2649,Coryell County, Texas,82.4
2650,Hemphill County, Texas,69.8
2651,Houston County, Texas,78.01
2652,Moore County, Texas,51.8
2653,Navarro County, Texas,81
2654,Potter County, Texas,70
2655,San Augustine County, Texas,78.8
2656,Scurry County, Texas,73.99
2657,Shackelford County, Texas,77
2658,Starr County, Texas,91.99
2659,Stonewall County, Texas,69.43
2660,Upton County, Texas,73.99
2661,Bastrop County, Texas,86
2662,Brown County, Texas,37
2663,Hall County, Texas,64.4
2664,Bee County, Texas,89.6
2665,Franklin County, Texas,51.01
2666,Frio County, Texas,88
2667,Crane County, Texas,71.01
2668,Lampasas County, Texas,82.4
2669,McCulloch County, Texas,78.01
2670,Mason County, Texas,46.99
2671,Dickens County, Texas,66.64
2672,Lee County, Texas,84.99
2673,Tarrant County, Texas,79
2674,Anderson County, Texas,52
2675,Ellis County, Texas,80.01
2676,Jackson County, Texas,51.01
2677,Kerr County, Texas,82.4
2678,Milam County, Texas,84.2
2679,Comanche County, Texas,75.2
2680,Falls County, Texas,82.99
2681,Brooks County, Texas,91.4
2682,Austin County, Texas,84.2
2683,Kenedy County, Texas,91.4
2684,Nueces County, Texas,89.6
2685,Colorado County, Texas,84.2
2686,San Patricio County, Texas,89.6
2687,Rains County, Texas,79
2688,Randall County, Texas,70
2689,Real County, Texas,82
2690,San Saba County, Texas,80.01
2691,Schleicher County, Texas,75.2
2692,Sterling County, Texas,73.99
2693,Zavala County, Texas,87.8
2694,Calhoun County, Texas,39.2
2695,Carson County, Texas,70
2696,Foard County, Texas,77
2697,Freestone County, Texas,82
2698,Goliad County, Texas,89.6
2699,Hamilton County, Texas,46.99
2700,Hardeman County, Texas,66.99
2701,Mitchell County, Texas,63
2702,Titus County, Texas,78.01
2703,Briscoe County, Texas,68
2704,Lavaca County, Texas,86
2705,Liberty County, Texas,82
2706,Terry County, Texas,71.01
2707,Wise County, Texas,78.8
2708,Erath County, Texas,79
2709,Brazoria County, Texas,82.99
2710,Motley County, Texas,73.4
2711,Donley County, Texas,69.8
2712,Atascosa County, Texas,89.6
2713,Coleman County, Texas,77
2714,Nolan County, Texas,75.99
2715,Hudspeth County, Texas,58.94
2716,Medina County, Texas,48.2
2717,Ward County, Texas,23
2718,Henderson County, Texas,51.01
2719,Harrison County, Texas,72
2720,Menard County, Texas,80.6
2721,Lamar County, Texas,77
2722,Fayette County, Texas,77
2723,Williamson County, Texas,84.99
2724,Kimble County, Texas,80.6
2725,Martin County, Texas,80.6
2726,Do̱a Ana County, New Mexico,64
2727,Oglala Lakota County, South Dakota,32
2728,Polk County, Texas,84.2
2729,Refugio County, Texas,84.99
2730,Van Zandt County, Texas,79
2731,Caldwell County, Texas,48
2732,Wilbarger County, Texas,77
2733,Reagan County, Texas,73.99
2734,Yoakum County, Texas,68
2735,Hale County, Texas,69.8
2736,Shelby County, Texas,63
2737,Red River County, Texas,75.99
2738,Runnels County, Texas,77
2739,San Jacinto County, Texas,82.4
2740,Sutton County, Texas,77
2741,Tom Green County, Texas,73.99
2742,Upshur County, Texas,79
2743,Victoria County, Texas,84.99
2744,Waller County, Texas,82.99
2745,Wharton County, Texas,82.99
2746,Wichita County, Texas,75.99
2747,Wilson County, Texas,54
2748,Borden County, Texas,73.4
2749,Hockley County, Texas,69.8
2750,Marion County, Texas,48
2751,Maverick County, Texas,87.8
2752,Midland County, Texas,37.4
2753,Grayson County, Texas,77
2754,Live Oak County, Texas,89.6
2755,Llano County, Texas,82.99
2756,Palo Pinto County, Texas,78.8
2757,Fannin County, Texas,77
2758,Karnes County, Texas,87.01
2759,DeWitt County, Texas,86
2760,Brazos County, Texas,84.2
2761,Callahan County, Texas,77
2762,Cass County, Texas,37.4
2763,Gaines County, Texas,71.01
2764,Gregg County, Texas,80.6
2765,Gray County, Texas,69.8
2766,Madison County, Texas,66.99
2767,Lubbock County, Texas,69.8
2768,Jack County, Texas,77
2769,Kaufman County, Texas,79
2770,Kendall County, Texas,39.99
2771,Bosque County, Texas,81
2772,Floyd County, Texas,72
2773,Bexar County, Texas,89.6
2774,Bailey County, Texas,64
2775,Chambers County, Texas,82.99
2776,Baylor County, Texas,71.27
2777,Bell County, Texas,84.2
2778,Cameron County, Texas,91.4
2779,Denton County, Texas,78.01
2780,Orange County, Texas,63
2781,Hutchinson County, Texas,70
2782,Washington County, Texas,50
2783,Morris County, Texas,48.2
2784,Stephens County, Texas,55.99
2785,Winkler County, Texas,71.6
2786,Harris County, Texas,82.99
2787,Andrews County, Texas,71.6
2788,Burnet County, Texas,84.99
2789,Gillespie County, Texas,84
2790,Gonzales County, Texas,87.01
2791,Dallas County, Texas,79
2792,Lynn County, Texas,71.01
2793,McMullen County, Texas,87.8
2794,Young County, Texas,77
2795,Zapata County, Texas,90
2796,Johnson County, Texas,44.6
2797,Hood County, Texas,79
2798,Hopkins County, Texas,78.8
2799,McLennan County, Texas,82.4
2800,Ochiltree County, Texas,69.8
2801,King County, Texas,48
2802,Knox County, Texas,64.99
2803,Cherokee County, Texas,75.2
2804,Concho County, Texas,77
2805,Delta County, Texas,46.4
2806,Edwards County, Texas,78.8
2807,Eastland County, Texas,77
2808,Jones County, Texas,77
2809,Jeff Davis County, Texas,71.6
2810,Jim Hogg County, Texas,90
2811,Jim Wells County, Texas,89.6
2812,Montgomery County, Texas,42.01
2813,Dallam County, Texas,66.2
2814,Dimmit County, Texas,88
2815,Webb County, Texas,89.6
2816,Fort Bend County, Texas,82.99
2817,Armstrong County, Texas,48
2818,Castro County, Texas,68
2819,Irion County, Texas,73.99
2820,Kleberg County, Texas,89.6
2821,Willacy County, Texas,91.4
2822,Cooke County, Texas,77
2823,Crosby County, Texas,69.8
2824,Dawson County, Texas,64.4
2825,Fisher County, Texas,75.99
2826,Duval County, Texas,82.4
2827,Burleson County, Texas,84.99
2828,Blanco County, Texas,86
2829,Jasper County, Texas,78.8
2830,Jefferson County, Texas,52
2831,Kinney County, Texas,84.2
2832,Oldham County, Texas,60.01
2833,Deaf Smith County, Texas,70
2834,Galveston County, Texas,82.4
2835,El Paso County, Texas,64.4
2836,La Salle County, Texas,87.8
2837,Roberts County, Texas,70
2838,Terrell County, Texas,80.6
2839,Tyler County, Texas,79
2840,Uvalde County, Texas,89.6
2841,Wheeler County, Texas,30.99
2842,Bowie County, Texas,75.99
2843,Archer County, Texas,75.2
2844,Brewster County, Texas,79
2845,Kent County, Texas,39.2
2846,Hidalgo County, Texas,93.2
2847,Smith County, Texas,81
2848,Somervell County, Texas,79
2849,Crockett County, Texas,75.2
2850,Millard County, Utah,42.8
2851,Tooele County, Utah,39.2
2852,Washington County, Utah,50
2853,Kane County, Utah,39.99
2854,Summit County, Utah,48.99
2855,Grand County, Utah,33.8
2856,Piute County, Utah,44.01
2857,Rich County, Utah,37
2858,Wasatch County, Utah,42.8
2859,Beaver County, Utah,48
2860,Box Elder County, Utah,33.01
2861,Iron County, Utah,44.6
2862,Sanpete County, Utah,39
2863,Sevier County, Utah,64.99
2864,Utah County, Utah,44.01
2865,Weber County, Utah,43
2866,Duchesne County, Utah,37.4
2867,San Juan County, Utah,46.99
2868,Salt Lake County, Utah,44.01
2869,Uintah County, Utah,37.4
2870,Daggett County, Utah,33.8
2871,Davis County, Utah,44.01
2872,Wayne County, Utah,37
2873,Carbon County, Utah,48.2
2874,Emery County, Utah,46.99
2875,Morgan County, Utah,44.01
2876,Cache County, Utah,39
2877,Garfield County, Utah,41
2878,Juab County, Utah,42.8
2879,Rutland County, Vermont,41
2880,Orleans County, Vermont,37.99
2881,Grand Isle County, Vermont,34
2882,Orange County, Vermont,63
2883,Chittenden County, Vermont,36
2884,Lamoille County, Vermont,36
2885,Windsor County, Vermont,41
2886,Franklin County, Vermont,51.01
2887,Caledonia County, Vermont,36
2888,Windham County, Vermont,46
2889,Bennington County, Vermont,43
2890,Addison County, Vermont,36
2891,Essex County, Vermont,48.2
2892,Washington County, Vermont,50
2893,Charles City County, Virginia,43
2894,Culpeper County, Virginia,42.01
2895,Dinwiddie County, Virginia,44.6
2896,Greene County, Virginia,46.4
2897,Hanover County, Virginia,42.8
2898,Lunenburg County, Virginia,46.4
2899,Orange County, Virginia,63
2900,Emporia city, Virginia,50
2901,Wythe County, Virginia,46.99
2902,Chesapeake city, Virginia,46.99
2903,Colonial Heights city, Virginia,44.01
2904,Harrisonburg city, Virginia,39
2905,Albemarle County, Virginia,39
2906,Bland County, Virginia,52
2907,Bedford County, Virginia,37.4
2908,Botetourt County, Virginia,37.4
2909,Buckingham County, Virginia,39.99
2910,Wise County, Virginia,78.8
2911,Bristol city, Virginia,46
2912,Covington city, Virginia,37.4
2913,Portsmouth city, Virginia,46.4
2914,Williamsburg city, Virginia,44.6
2915,Virginia Beach city, Virginia,46.4
2916,Alleghany County, Virginia,37.4
2917,Carroll County, Virginia,41
2918,Galax city, Virginia,42.8
2919,Washington County, Virginia,50
2920,Westmoreland County, Virginia,46.4
2921,Northumberland County, Virginia,46.99
2922,Page County, Virginia,39.99
2923,Pulaski County, Virginia,75.99
2924,Warren County, Virginia,46.99
2925,Alexandria city, Virginia,42.01
2926,Danville city, Virginia,46.4
2927,Fredericksburg city, Virginia,42.8
2928,Hampton city, Virginia,46
2929,Amherst County, Virginia,39
2930,Arlington County, Virginia,42.01
2931,Bath County, Virginia,37.4
2932,Hopewell city, Virginia,43
2933,Buchanan County, Virginia,44.6
2934,Newport News city, Virginia,46
2935,Frederick County, Virginia,41
2936,Stafford County, Virginia,43
2937,Lynchburg city, Virginia,39.2
2938,York County, Virginia,48.99
2939,Richmond city, Virginia,43
2940,Martinsville city, Virginia,42.01
2941,Nelson County, Virginia,39.2
2942,Essex County, Virginia,48.2
2943,Pittsylvania County, Virginia,41
2944,Norton city, Virginia,48.99
2945,Staunton city, Virginia,39
2946,Fluvanna County, Virginia,42.01
2947,Amelia County, Virginia,42.8
2948,Radford city, Virginia,41
2949,Accomack County, Virginia,44.6
2950,Craig County, Virginia,37.99
2951,Floyd County, Virginia,72
2952,Giles County, Virginia,41
2953,Grayson County, Virginia,77
2954,Nottoway County, Virginia,44.6
2955,Rappahannock County, Virginia,41
2956,Tazewell County, Virginia,45
2957,Buena Vista city, Virginia,37
2958,Falls Church city, Virginia,42.01
2959,Manassas Park city, Virginia,43
2960,Petersburg city, Virginia,44.01
2961,Poquoson city, Virginia,46
2962,Sussex County, Virginia,44.01
2963,Fairfax city, Virginia,42.8
2964,Waynesboro city, Virginia,39
2965,Manassas city, Virginia,43
2966,Roanoke city, Virginia,37.99
2967,Salem city, Virginia,44.01
2968,Suffolk city, Virginia,46.4
2969,Norfolk city, Virginia,46.4
2970,Charlotte County, Virginia,84
2971,Chesterfield County, Virginia,43
2972,Fairfax County, Virginia,42.8
2973,Greensville County, Virginia,50
2974,Isle of Wight County, Virginia,46
2975,James City County, Virginia,44.01
2976,Russell County, Virginia,75.99
2977,Franklin city, Virginia,64.99
2978,Smyth County, Virginia,55.4
2979,Charlottesville city, Virginia,39.99
2980,Lexington city, Virginia,46.99
2981,Campbell County, Virginia,39.99
2982,Henrico County, Virginia,43
2983,Henry County, Virginia,77
2984,King George County, Virginia,43
2985,Louisa County, Virginia,42.8
2986,King William County, Virginia,43
2987,Lancaster County, Virginia,46.99
2988,Lee County, Virginia,84.99
2989,Mathews County, Virginia,44.6
2990,Middlesex County, Virginia,48.99
2991,Prince Edward County, Virginia,44.6
2992,Prince George County, Virginia,42.01
2993,Richmond County, Virginia,78.8
2994,Rockingham County, Virginia,39
2995,Scott County, Virginia,36
2996,Spotsylvania County, Virginia,42.8
2997,Surry County, Virginia,42.01
2998,Appomattox County, Virginia,39.99
2999,Clarke County, Virginia,75
3000,Franklin County, Virginia,51.01
3001,King and Queen County, Virginia,43
3002,Mecklenburg County, Virginia,48.99
3003,Montgomery County, Virginia,42.01
3004,New Kent County, Virginia,43
3005,Augusta County, Virginia,37.99
3006,Cumberland County, Virginia,55.99
3007,Dickenson County, Virginia,66.2
3008,Goochland County, Virginia,42.8
3009,Halifax County, Virginia,52
3010,Loudoun County, Virginia,42.01
3011,Madison County, Virginia,66.99
3012,Prince William County, Virginia,43
3013,Roanoke County, Virginia,37.99
3014,Southampton County, Virginia,46.4
3015,Highland County, Virginia,46.4
3016,Brunswick County, Virginia,64
3017,Caroline County, Virginia,42.8
3018,Gloucester County, Virginia,50
3019,Northampton County, Virginia,48.99
3020,Patrick County, Virginia,42.01
3021,Powhatan County, Virginia,42.8
3022,Rockbridge County, Virginia,37.4
3023,Shenandoah County, Virginia,39.99
3024,Fauquier County, Virginia,42.8
3025,Harrison County, West Virginia,72
3026,Ohio County, West Virginia,63
3027,Ritchie County, West Virginia,57
3028,Calhoun County, West Virginia,39.2
3029,Morgan County, West Virginia,44.01
3030,Lincoln County, West Virginia,48.2
3031,Raleigh County, West Virginia,57.2
3032,Braxton County, West Virginia,57
3033,Putnam County, West Virginia,46.99
3034,Barbour County, West Virginia,77
3035,Boone County, West Virginia,46.99
3036,McDowell County, West Virginia,48
3037,Wayne County, West Virginia,37
3038,Wyoming County, West Virginia,42.01
3039,Jackson County, West Virginia,51.01
3040,Mercer County, West Virginia,51.01
3041,Upshur County, West Virginia,79
3042,Webster County, West Virginia,35.01
3043,Berkeley County, West Virginia,73.99
3044,Fayette County, West Virginia,77
3045,Grant County, West Virginia,37.4
3046,Hampshire County, West Virginia,46.4
3047,Summers County, West Virginia,41
3048,Brooke County, West Virginia,48.99
3049,Doddridge County, West Virginia,57
3050,Greenbrier County, West Virginia,41
3051,Hardy County, West Virginia,39.2
3052,Marion County, West Virginia,48
3053,Mineral County, West Virginia,39.2
3054,Mingo County, West Virginia,62.6
3055,Hancock County, West Virginia,43
3056,Lewis County, West Virginia,46.99
3057,Marshall County, West Virginia,69.01
3058,Nicholas County, West Virginia,57
3059,Pocahontas County, West Virginia,46.4
3060,Tucker County, West Virginia,55.4
3061,Tyler County, West Virginia,79
3062,Randolph County, West Virginia,48
3063,Roane County, West Virginia,66
3064,Taylor County, West Virginia,77
3065,Wirt County, West Virginia,57
3066,Wood County, West Virginia,35.6
3067,Clay County, West Virginia,82.4
3068,Gilmer County, West Virginia,64.4
3069,Mason County, West Virginia,46.99
3070,Monongalia County, West Virginia,55.4
3071,Monroe County, West Virginia,37.99
3072,Pleasants County, West Virginia,57
3073,Wetzel County, West Virginia,55.99
3074,Cabell County, West Virginia,57.99
3075,Jefferson County, West Virginia,52
3076,Kanawha County, West Virginia,57.2
3077,Logan County, West Virginia,46
3078,Pendleton County, West Virginia,48
3079,Preston County, West Virginia,54
3080,Okanogan County, Washington,33.01
3081,Kittitas County, Washington,33.01
3082,Thurston County, Washington,48
3083,Benton County, Washington,37.99
3084,Columbia County, Washington,78.8
3085,Clark County, Washington,60.01
3086,Asotin County, Washington,36
3087,Adams County, Washington,52
3088,Garfield County, Washington,41
3089,Mason County, Washington,46.99
3090,Skagit County, Washington,48.99
3091,Stevens County, Washington,33.01
3092,Spokane County, Washington,37.99
3093,Lincoln County, Washington,48.2
3094,Chelan County, Washington,33.01
3095,Jefferson County, Washington,52
3096,Kitsap County, Washington,48
3097,King County, Washington,48
3098,Pacific County, Washington,48
3099,Pend Oreille County, Washington,36
3100,San Juan County, Washington,46.99
3101,Skamania County, Washington,50
3102,Whitman County, Washington,37
3103,Yakima County, Washington,34
3104,Clallam County, Washington,46.99
3105,Cowlitz County, Washington,48.99
3106,Ferry County, Washington,33.01
3107,Klickitat County, Washington,39.99
3108,Lewis County, Washington,46.99
3109,Douglas County, Washington,52
3110,Grays Harbor County, Washington,46.99
3111,Island County, Washington,48
3112,Pierce County, Washington,48
3113,Wahkiakum County, Washington,48.99
3114,Franklin County, Washington,51.01
3115,Walla Walla County, Washington,37.99
3116,Grant County, Washington,37.4
3117,Whatcom County, Washington,48.99
3118,Snohomish County, Washington,48
3119,Campbell County, Wyoming,39.99
3120,Lincoln County, Wyoming,48.2
3121,Johnson County, Wyoming,44.6
3122,Natrona County, Wyoming,33.01
3123,Laramie County, Wyoming,39.2
3124,Converse County, Wyoming,37
3125,Niobrara County, Wyoming,27
3126,Teton County, Wyoming,27
3127,Sweetwater County, Wyoming,26.6
3128,Platte County, Wyoming,44.6
3129,Sheridan County, Wyoming,34
3130,Big Horn County, Wyoming,35.01
3131,Crook County, Wyoming,33.01
3132,Park County, Wyoming,52
3133,Albany County, Wyoming,43
3134,Carbon County, Wyoming,48.2
3135,Goshen County, Wyoming,37.4
3136,Uinta County, Wyoming,33.01
3137,Washakie County, Wyoming,34
3138,Hot Springs County, Wyoming,35.01
3139,Fremont County, Wyoming,44.01
3140,Sublette County, Wyoming,21.99
3141,Weston County, Wyoming,32
3142,Rock County, Wisconsin,36
3143,Taylor County, Wisconsin,77
3144,Waushara County, Wisconsin,36
3145,Adams County, Wisconsin,52
3146,Bayfield County, Wisconsin,41
3147,Lafayette County, Wisconsin,55.4
3148,Monroe County, Wisconsin,37.99
3149,Pierce County, Wisconsin,48
3150,Wood County, Wisconsin,35.6
3151,Ashland County, Wisconsin,48.2
3152,Calumet County, Wisconsin,36
3153,Florence County, Wisconsin,66.2
3154,Jefferson County, Wisconsin,52
3155,Kenosha County, Wisconsin,37.4
3156,Iron County, Wisconsin,44.6
3157,Clark County, Wisconsin,60.01
3158,St. Croix County, Wisconsin,37
3159,Oconto County, Wisconsin,36
3160,Lincoln County, Wisconsin,48.2
3161,Waupaca County, Wisconsin,36
3162,Barron County, Wisconsin,37.4
3163,Sawyer County, Wisconsin,37.4
3164,Green Lake County, Wisconsin,36
3165,Price County, Wisconsin,37.4
3166,Marquette County, Wisconsin,36
3167,Marinette County, Wisconsin,35.01
3168,Milwaukee County, Wisconsin,35.6
3169,Racine County, Wisconsin,35.6
3170,Winnebago County, Wisconsin,36
3171,Dunn County, Wisconsin,37.4
3172,Forest County, Wisconsin,35.6
3173,Green County, Wisconsin,36
3174,Grant County, Wisconsin,37.4
3175,Rusk County, Wisconsin,37.4
3176,Shawano County, Wisconsin,36
3177,Sheboygan County, Wisconsin,35.6
3178,Langlade County, Wisconsin,35.6
3179,Menominee County, Wisconsin,34
3180,Outagamie County, Wisconsin,36
3181,Vernon County, Wisconsin,36
3182,Buffalo County, Wisconsin,37.4
3183,Columbia County, Wisconsin,78.8
3184,Kewaunee County, Wisconsin,36
3185,La Crosse County, Wisconsin,37.4
3186,Brown County, Wisconsin,37
3187,Eau Claire County, Wisconsin,37.4
